ID 	 arg1 	 arg2
P971	{SRC-PROP-DESC=[topics, two], SRC-PROP-LABEL=[topics]}	{SRC-PROP-DESC=[category], SRC-PROP-LABEL=[category]}
P972	{SRC-PROP-DESC=[number, valid, is], INST-FACET=[qualifier]}	{SRC-PROP-DESC=[catalogue], SRC-PROP-LABEL=[catalog], SUB-ITEM=[catalog]}
P973	{}	{SRC-PROP-DESC=[element]}
P974	{SRC-PROP-DESC=[stem, main, river]}	{SRC-PROP-DESC=[stream, river], SRC-PROP-LABEL=[tributary], SUB-ITEM=[tributary]}
P98	{SRC-PROP-DESC=[journal, academic], INST-FACET=[work]}	{SRC-PROP-DESC=[editor], SRC-PROP-LABEL=[editor]}
P980	{SRC-PROP-DESC=[Sweden-code, Statistics], SRC-PROP-LABEL=[homes, weekend, holiday]}	{SRC-PROP-DESC=[type], SRC-PROP-LABEL=[code]}
P981	{SRC-PROP-LABEL=[towns, Dutch]}	{SRC-PROP-DESC=[BAG, Dutch], SRC-PROP-LABEL=[BAG-code]}
P982	{SRC-PROP-DESC=[encyclopedia, MusicBrainz, open, music], INST-FACET=[authority control], SRC-PROP-LABEL=[ID, area]}	{SRC-PROP-DESC=[area, identifier], SRC-PROP-LABEL=[MusicBrainz]}
P984	{SRC-PROP-DESC=[Committee, International, Olympic], SRC-PROP-LABEL=[code, country]}	{SRC-PROP-DESC=[abbreviation, three-letter], SRC-PROP-LABEL=[IOC]}
P988	{SRC-PROP-DESC=[hilippines], SRC-PROP-LABEL=[Code, Standard, Geographic]}	{SRC-PROP-DESC=[classification, systematic, coding], SRC-PROP-LABEL=[hilippine]}
P989	{SRC-PROP-DESC=[article, work, Wikipedia]}	{SRC-PROP-DESC=[file, audio], SRC-PROP-LABEL=[text, audio]}
P990	{INST-FACET=[human], SRC-PROP-LABEL=[voice]}	{SRC-PROP-LABEL=[recording]}
P991	{SRC-PROP-DESC=[election]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[candidate, successful]}
P993	{SRC-PROP-LABEL=[Health, A]}	{SRC-PROP-LABEL=[NF]}
P994	{SRC-PROP-LABEL=[Fire, A]}	{SRC-PROP-LABEL=[NF]}
P995	{SRC-PROP-DESC=[reactivity, chemical, physical], SRC-PROP-LABEL=[Reactivity, A]}	{SRC-PROP-DESC=[NF], SRC-PROP-LABEL=[NF]}
P996	{SRC-PROP-DESC=[Commons, Wikimedia]}	{SRC-PROP-DESC=[file], SRC-PROP-LABEL=[file]}
P998	{}	{SRC-PROP-DESC=[Directory, roject], SRC-PROP-LABEL=[dmoz]}
P999	{}	{SRC-PROP-DESC=[ARICNS, code], SRC-PROP-LABEL=[ARICNS]}
