ID 	 arg1 	 arg2
P1787	{INST-FACET=[human]}	{SRC-PROP-DESC=[type, pseudonym], SRC-PROP-LABEL=[art-name], SUB-ITEM=[art-name]}
P1788	{SRC-PROP-DESC=[history, Dutch], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[DVN, identifier], SUB-ITEM=[Online Dictionary of Dutch Women]}
P1789	{SRC-PROP-DESC=[organization], INST-FACET=[organization]}	{SRC-PROP-DESC=[chief, officer], SRC-PROP-LABEL=[officer], SUB-ITEM=[chief operating officer]}
P179	{}	{SRC-PROP-DESC=[part, is], SRC-PROP-LABEL=[series]}
P1790	{SRC-PROP-DESC=[articles, journal], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier, author]}	{SRC-PROP-DESC=[Author, identifier], SRC-PROP-LABEL=[BioStor]}
P1791	{SRC-PROP-DESC=[area], INST-FACET=[death, birth]}	{SRC-PROP-DESC=[Wikipedia], SRC-PROP-LABEL=[category, people], SUB-ITEM=[location of burial]}
P1792	{SEE-ALSO=[death, birth], SRC-PROP-LABEL=[people, associated]}	{SRC-PROP-DESC=[Wikipedia, category, people], SEE-ALSO=[place of death, place of birth], SRC-PROP-LABEL=[category]}
P1793	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[expression, regular]}	{SRC-PROP-DESC=[regex], SRC-PROP-LABEL=[format], SUB-ITEM=[regular expression]}
P1794	{SRC-PROP-DESC=[atlas-patrimoine93], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[ID, du, patrimoine, Seine-Saint-Denis]}	{SRC-PROP-DESC=[identifer], SRC-PROP-LABEL=[bureau]}
P1795	{SRC-PROP-DESC=[thesaurus], INST-FACET=[authority control], SRC-PROP-LABEL=[id, person/institution, thesaurus]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Smithsonian, American, Art, Museum], SUB-ITEM=[SAAM person/institution thesaurus]}
P1796	{SRC-PROP-DESC=[ISIC], SRC-PROP-LABEL=[code, Classification]}	{SRC-PROP-DESC=[code], SRC-PROP-LABEL=[International, Standard, Industrial]}
P1798	{SRC-PROP-DESC=[family, language]}	{SRC-PROP-DESC=[ISO], SRC-PROP-LABEL=[ISO, 639-5], SUB-ITEM=[ISO 639-5]}
P1799	{SRC-PROP-DESC=[Islands, Maltese], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[identifier, Cultural, roperty]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Islands, Maltese, National, Inventory]}
P18	{EQUI-PROP=[Thing]}	{SRC-PROP-DESC=[illustration, relevant], EQUI-PROP2=[URL], SRC-PROP-LABEL=[image], SUB-ITEM=[illustration]}
P180	{SEE-ALSO=[work], INST-FACET=[work]}	{SRC-PROP-DESC=[entity]}
P1800	{SRC-PROP-DESC=[identifier, project, database], SRC-PROP-LABEL=[name, database]}	{SRC-PROP-DESC=[Wikimedia], SRC-PROP-LABEL=[Wikimedia]}
P1801	{}	{SRC-PROP-DESC=[image, plaque], SRC-PROP-LABEL=[plaque, commemorative, image], SUB-ITEM=[commemorative plaque]}
P1802	{INST-FACET=[authority control], SRC-PROP-LABEL=[identifier, person]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[EMLO]}
P1803	{INST-FACET=[authority control], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Masaryk, University], SUB-ITEM=[u?o, Masaryk University]}
P1804	{SRC-PROP-DESC=[Filmography, Danish, National]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[National, Danish, Filmography, ID], SUB-ITEM=[Danish National Filmography]}
P1805	{}	{SRC-PROP-DESC=[drug, identifier], SRC-PROP-LABEL=[World, Health, Organisation, International, Nonproprietary]}
P1806	{SRC-PROP-DESC=[Knots]}	{SRC-PROP-DESC=[knot, identifier], SRC-PROP-LABEL=[ABoK, number], SUB-ITEM=[The Ashley Book of Knots]}
P1807	{SRC-PROP-DESC=[Encyclopedia, Aragon-themed, Great, Aragonese], INST-FACET=[authority control], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[Encyclopedia, Great, Aragonese], SUB-ITEM=[Great Aragonese Encyclopedia]}
P1808	{SRC-PROP-DESC=[senate, French]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[senat.fr, ID], SUB-ITEM=[Senate]}
P1809	{SRC-PROP-DESC=[choreography]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[choreographer], SUB-ITEM=[choreographer]}
P181	{SRC-PROP-DESC=[taxon], SRC-PROP-LABEL=[image, map]}	{SRC-PROP-DESC=[range, map], SRC-PROP-LABEL=[range]}
P1810	{SRC-PROP-DESC=[production]}	{SRC-PROP-DESC=[credit, name]}
P1811	{SRC-PROP-DESC=[series], SRC-PROP-LABEL=[episodes]}	{SRC-PROP-DESC=[link], SRC-PROP-LABEL=[list], SUB-ITEM=[episode]}
P1813	{SRC-PROP-DESC=[person, place, organisation]}	{SRC-PROP-DESC=[name, short], SRC-PROP-LABEL=[name, short]}
P1814	{SRC-PROP-DESC=[name, Japanese]}	{SRC-PROP-DESC=[reading], SRC-PROP-LABEL=[name], SUB-ITEM=[kana]}
P1815	{INST-FACET=[work]}	{SRC-PROP-LABEL=[identifier]}
P1816	{INST-FACET=[authority control], SRC-PROP-LABEL=[identifier, person]}	{SRC-PROP-DESC=[Identifier, sitters], SRC-PROP-LABEL=[National, ortrait, Gallery]}
P1817	{}	{SRC-PROP-DESC=[letter, note], SRC-PROP-LABEL=[addressee]}
P1818	{SRC-PROP-DESC=[lines, branch], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[ID, Kaiserhof]}
P1819	{SRC-PROP-DESC=[genealogics.org], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[genealogics.org, personID]}
P1820	{}	{SRC-PROP-DESC=[food]}
P1821	{}	{SRC-PROP-DESC=[food, category, Open]}
P1822	{SRC-PROP-DESC=[Germany, Hamburg], INST-FACET=[authority control], SRC-PROP-LABEL=[ID]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[DSH]}
P1823	{SRC-PROP-DESC=[du, uébec], INST-FACET=[authority control]}	{SRC-PROP-DESC=[identifier, unique], SRC-PROP-LABEL=[BAn, ID]}
P1824	{SRC-PROP-DESC=[stretch]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[road, number], SUB-ITEM=[road number]}
P1825	{SRC-PROP-DESC=[Baseball-Reference], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Major, League, Baseball, player, ID], SRC-PROP-LABEL=[Baseball-Reference]}
P1826	{SRC-PROP-DESC=[Baseball-Reference], INST-FACET=[authority control]}	{SRC-PROP-DESC=[Minor, League, Baseball, player, ID], SRC-PROP-LABEL=[Baseball-Reference]}
P1827	{}	{SRC-PROP-DESC=[identifier, unique, musical], SRC-PROP-LABEL=[ISWC], SUB-ITEM=[International Standard Musical Work Code]}
P1828	{SRC-PROP-DESC=[parties, other, relevant], SRC-PROP-LABEL=[Code]}	{SRC-PROP-DESC=[identifier, international, unique], SRC-PROP-LABEL=[I], SUB-ITEM=[Interested Parties Information]}
P1829	{SRC-PROP-DESC=[songs], SRC-PROP-LABEL=[Index, Folk, Song]}	{SRC-PROP-DESC=[Id], SRC-PROP-LABEL=[Roud], SUB-ITEM=[Roud Folk Song Index]}
P183	{SRC-PROP-DESC=[taxon]}	{SRC-PROP-DESC=[location, sole, habitat, type]}
P1830	{INVS-PROP=[proprietor], SRC-PROP-LABEL=[owner]}	{SRC-PROP-DESC=[entities], SUB-ITEM=[property]}
P1831	{SRC-PROP-DESC=[place]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[electorate]}
P1832	{SRC-PROP-DESC=[Flora, Grass]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[GrassBase, ID], SUB-ITEM=[Grassbase]}
P1833	{SRC-PROP-DESC=[website], SRC-PROP-LABEL=[users/contributors]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[number]}
P1836	{SRC-PROP-DESC=[player, sports, draft, selected], INST-FACET=[qualifier], SRC-PROP-LABEL=[number, pick]}	{SRC-PROP-DESC=[number], SRC-PROP-LABEL=[draft]}
P1837	{SRC-PROP-DESC=[database, Gaoloumi]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Gaoloumi, ID]}
P1838	{SRC-PROP-DESC=[database, SS-archi]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[ID, SS-archi]}
P1839	{SRC-PROP-DESC=[US, Federal, Election, Commission], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[Identifier], SRC-PROP-LABEL=[US, Federal, Election, Commission]}
P184	{SRC-PROP-DESC=[doctorate, hD, thesis], INST-FACET=[human]}	{SRC-PROP-DESC=[person], INVS-PROP=[human], SRC-PROP-LABEL=[advisor, doctoral], SUB-ITEM=[doctoral advisor]}
P185	{SRC-PROP-DESC=[professor], SUB-PROP=[human], INVS-PROP=[doctoral advisor], INST-FACET=[human]}	{SRC-PROP-DESC=[student, doctoral], SUB-PROP=[student], INVS-PROP=[human], SRC-PROP-LABEL=[student, doctoral]}
P186	{}	{SRC-PROP-DESC=[material], SRC-PROP-LABEL=[material], SUB-ITEM=[material]}
P189	{SEE-ALSO=[human, geographic location], SRC-PROP-LABEL=[discovery]}	{SRC-PROP-DESC=[item], SEE-ALSO=[geographic location], SRC-PROP-LABEL=[location]}
P19	{SEE-ALSO=[death, birth], INST-FACET=[death, birth, human], SRC-PROP-LABEL=[birth]}	{SEE-ALSO=[place of birth], SRC-PROP-LABEL=[place], SUB-ITEM=[place of birth]}
P190	{SRC-PROP-DESC=[municipalities], INST-FACET=[geographic location]}	{SRC-PROP-DESC=[towns, twin, sister, cities], SRC-PROP-LABEL=[city, sister], SUB-ITEM=[twin town]}
P193	{SRC-PROP-DESC=[building, structure]}	{SRC-PROP-DESC=[organization, main], SRC-PROP-LABEL=[building, main, contractor]}
P194	{SRC-PROP-DESC=[entity]}	{SRC-PROP-DESC=[body, legislative], SRC-PROP-LABEL=[body, legislative]}
P195	{SRC-PROP-DESC=[collection]}	{SRC-PROP-LABEL=[collection]}
P196	{SRC-PROP-DESC=[characteristics, similar, orbital]}	{SRC-PROP-LABEL=[planet, minor, group], SUB-ITEM=[minor-planet group]}
P197	{SRC-PROP-DESC=[line, same]}	{SRC-PROP-DESC=[stations], SRC-PROP-LABEL=[station, adjacent]}
P199	{SRC-PROP-DESC=[organization]}	{SRC-PROP-DESC=[divisions], SRC-PROP-LABEL=[business, division]}
P20	{SEE-ALSO=[death, birth], INST-FACET=[death, birth, human], SRC-PROP-LABEL=[death]}	{SEE-ALSO=[place of death], SRC-PROP-LABEL=[place], SUB-ITEM=[place of death]}
P200	{SRC-PROP-DESC=[etc, glacial, runoff], EQUI-PROP=[Lake]}	{SRC-PROP-DESC=[inflow, major, sources], EQUI-PROP2=[River], SRC-PROP-LABEL=[lake, inflows], SUB-ITEM=[Inflow]}
P201	{SRC-PROP-DESC=[names, waterway], EQUI-PROP=[Lake]}	{SRC-PROP-DESC=[rivers], EQUI-PROP2=[River], SRC-PROP-LABEL=[lake, outflow]}
P205	{SRC-PROP-DESC=[lake]}	{SRC-PROP-DESC=[countries], SRC-PROP-LABEL=[basin, country]}
P206	{SEE-ALSO=[geographic location], INST-FACET=[geographic location], SRC-PROP-LABEL=[water]}	{SRC-PROP-DESC=[lake, river], SEE-ALSO=[landform, administrative territorial entity, geographic location], SRC-PROP-LABEL=[body], SUB-ITEM=[body of water]}
P207	{SRC-PROP-DESC=[map, bathymetric]}	{SRC-PROP-DESC=[file], SRC-PROP-LABEL=[bathymetry, image]}
P208	{SRC-PROP-DESC=[state]}	{SRC-PROP-DESC=[branch], SRC-PROP-LABEL=[executive, body]}
P209	{SRC-PROP-DESC=[organization, other]}	{SRC-PROP-DESC=[body, supreme, judicial], SRC-PROP-LABEL=[authority, judicial]}
P21	{EQUI-PROP=[Person], INST-FACET=[human]}	{SRC-PROP-DESC=[identity, Sexual], EQUI-PROP2=[Text], SRC-PROP-LABEL=[sex, gender], SUB-ITEM=[gender, sex]}
P210	{SRC-PROP-DESC=[unit, administrative], SRC-PROP-LABEL=[representative, chief]}	{SRC-PROP-DESC=[representative, chief], SRC-PROP-LABEL=[party]}
P212	{SRC-PROP-DESC=[variant, thirteen, digit], INST-FACET=[work]}	{SRC-PROP-DESC=[International, Standard, Book, Number], SRC-PROP-LABEL=[ISBN-13], SUB-ITEM=[International Standard Book Number]}
P213	{SRC-PROP-DESC=[Identifier], INST-FACET=[authority control]}	{SRC-PROP-DESC=[International, Standard], SRC-PROP-LABEL=[ISNI], SUB-ITEM=[International Standard Name Identifier]}
P214	{SRC-PROP-DESC=[identifier], INST-FACET=[authority control]}	{SRC-PROP-DESC=[International, Virtual, Authority, File], SRC-PROP-LABEL=[VIAF, identifier], SUB-ITEM=[Virtual International Authority File]}
P215	{SRC-PROP-DESC=[astronomical]}	{SRC-PROP-DESC=[class, spectral], SRC-PROP-LABEL=[class, spectral], SUB-ITEM=[stellar classification]}
P217	{SRC-PROP-DESC=[physical]}	{SRC-PROP-DESC=[string], SRC-PROP-LABEL=[inventory, number], SUB-ITEM=[accession number]}
P218	{SRC-PROP-LABEL=[code, 639-1]}	{SRC-PROP-DESC=[identifier, two-letter], SRC-PROP-LABEL=[ISO]}
P219	{SRC-PROP-DESC=[ISO, 639-2, standard], SRC-PROP-LABEL=[code, 639-2]}	{SRC-PROP-LABEL=[ISO], SUB-ITEM=[ISO 639-2]}
P22	{SUB-PROP=[human], SEE-ALSO=[human], INST-FACET=[human]}	{SRC-PROP-DESC=[parent, male], SUB-PROP=[kinship], SEE-ALSO=[mother, stepfather, kinship, child], SRC-PROP-LABEL=[father], SUB-ITEM=[father]}
P220	{SRC-PROP-LABEL=[code, 639-3]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[ISO], SUB-ITEM=[ISO 639-3]}
P221	{SRC-PROP-DESC=[ISO, 639-6]}	{SRC-PROP-DESC=[language, code], SRC-PROP-LABEL=[ISO, 639-6], SUB-ITEM=[ISO 639-6]}
P223	{SRC-PROP-DESC=[code, morphological, classification], SRC-PROP-LABEL=[type, morphological]}	{SRC-PROP-DESC=[galaxy], SRC-PROP-LABEL=[galaxy], SUB-ITEM=[Galaxy morphological classification]}
P225	{SRC-PROP-DESC=[taxon]}	{SRC-PROP-DESC=[name, scientific], SRC-PROP-LABEL=[taxon, name], SUB-ITEM=[taxon name]}
P227	{SRC-PROP-DESC=[organizations, subjects], INST-FACET=[authority control]}	{SRC-PROP-DESC=[authority, international, file], SRC-PROP-LABEL=[GND, identifier], SUB-ITEM=[Integrated Authority File]}
P229	{SRC-PROP-LABEL=[designator, airline]}	{SRC-PROP-DESC=[code, two-character, airlines], SRC-PROP-LABEL=[IATA]}
P230	{SRC-PROP-LABEL=[designator, airline]}	{SRC-PROP-DESC=[letter, three, code, airlines], SRC-PROP-LABEL=[ICAO]}
P231	{SRC-PROP-DESC=[registry, CAS], SRC-PROP-LABEL=[number, registry]}	{SRC-PROP-DESC=[compound, chemical], SRC-PROP-LABEL=[CAS], SUB-ITEM=[CAS registry number]}
P232	{SRC-PROP-DESC=[EINECS]}	{SRC-PROP-DESC=[compound, chemical], SRC-PROP-LABEL=[EINECS, number], SUB-ITEM=[EINECS number]}
P233	{}	{SRC-PROP-DESC=[Input, Molecular, Line, Entry, Specification], SRC-PROP-LABEL=[SMILES], SUB-ITEM=[Simplified molecular input line entry specification]}
P234	{}	{SRC-PROP-DESC=[International, Chemical, Identifier], SRC-PROP-LABEL=[InChI]}
P235	{SRC-PROP-DESC=[information, structural]}	{SRC-PROP-DESC=[version, version, searching], SRC-PROP-LABEL=[InChIKey]}
P236	{SRC-PROP-DESC=[Number, Serial], INST-FACET=[work]}	{SRC-PROP-DESC=[International, Standard], SRC-PROP-LABEL=[ISSN], SUB-ITEM=[International Standard Serial Number]}
P237	{SRC-PROP-DESC=[arms], SRC-PROP-LABEL=[arms]}	{SRC-PROP-DESC=[coat], SRC-PROP-LABEL=[coat], SUB-ITEM=[escutcheon]}
P238	{SRC-PROP-LABEL=[code, airport]}	{SRC-PROP-DESC=[code, three-letter, airports], SRC-PROP-LABEL=[IATA], SUB-ITEM=[International Air Transport Association code]}
P239	{SRC-PROP-LABEL=[code, airport]}	{SRC-PROP-DESC=[code, four-character, alphanumeric, airports], SRC-PROP-LABEL=[ICAO]}
P240	{SRC-PROP-DESC=[United, States, airports], SRC-PROP-LABEL=[code, airport]}	{SRC-PROP-DESC=[code, alphanumeric], SRC-PROP-LABEL=[FAA]}
P241	{SRC-PROP-DESC=[Royal, Navy], INST-FACET=[organization]}	{SRC-PROP-DESC=[branch], SRC-PROP-LABEL=[branch, military], SUB-ITEM=[military branch]}
P242	{SRC-PROP-DESC=[location], SRC-PROP-LABEL=[image, map]}	{SRC-PROP-DESC=[map, geographic, image], SRC-PROP-LABEL=[locator]}
P243	{SRC-PROP-LABEL=[number, control]}	{SRC-PROP-DESC=[Online, Computer, Library, Center, control, number], SRC-PROP-LABEL=[OCLC]}
P244	{INST-FACET=[authority control]}	{SRC-PROP-DESC=[Library, Congress], SRC-PROP-LABEL=[identifier, LCNAF], SUB-ITEM=[Library of Congress Control Number]}
P245	{SRC-PROP-DESC=[ID, Artist, Names], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[Getty, Union], SRC-PROP-LABEL=[ULAN], SUB-ITEM=[Union List of Artist Names]}
P246	{SRC-PROP-DESC=[symbol, element]}	{SRC-PROP-DESC=[chemical], SRC-PROP-LABEL=[element, symbol]}
P247	{SRC-PROP-DESC=[UN, Committee], SRC-PROP-LABEL=[ID, AR]}	{SRC-PROP-DESC=[satellite, international, designation], SRC-PROP-LABEL=[COS]}
P248	{}	{}
P249	{}	{SRC-PROP-DESC=[abbreviation], SRC-PROP-LABEL=[ticker, symbol]}
P25	{SUB-PROP=[human], SEE-ALSO=[human], INST-FACET=[human]}	{SRC-PROP-DESC=[parent, female], SUB-PROP=[kinship], SEE-ALSO=[kinship, father, stepmother, child], SRC-PROP-LABEL=[mother], SUB-ITEM=[mother]}
P26	{SRC-PROP-DESC=[spouse], SUB-PROP=[human], INST-FACET=[human]}	{SUB-PROP=[kinship], SRC-PROP-LABEL=[spouse], SUB-ITEM=[spouse]}
P263	{SRC-PROP-DESC=[heads], INST-FACET=[human]}	{SRC-PROP-DESC=[residence], SRC-PROP-LABEL=[residence, official]}
P264	{SRC-PROP-DESC=[marketing]}	{SRC-PROP-DESC=[brand, trademark], SRC-PROP-LABEL=[record, label]}
P267	{SRC-PROP-DESC=[ATC]}	{SRC-PROP-DESC=[chemical, therapeutic], SRC-PROP-LABEL=[ATC, code], SUB-ITEM=[Anatomical Therapeutic Chemical Classification System]}
P268	{INST-FACET=[authority control]}	{SRC-PROP-DESC=[number, control], SRC-PROP-LABEL=[BnF, identifier], SUB-ITEM=[RAMEAU]}
P269	{SRC-PROP-DESC=[catalog, French, collaborative, library], INST-FACET=[authority control]}	{SRC-PROP-DESC=[authority], SRC-PROP-LABEL=[SUDOC, authorities], SUB-ITEM=[SUDOC]}
P27	{SRC-PROP-DESC=[citizen], INST-FACET=[human], SRC-PROP-LABEL=[citizenship]}	{SRC-PROP-DESC=[country, is], SEE-ALSO=[country, constituent country], SRC-PROP-LABEL=[country], SUB-ITEM=[citizenship]}
P270	{SRC-PROP-DESC=[CALIS]}	{SRC-PROP-DESC=[authority], SRC-PROP-LABEL=[CALIS]}
P271	{SRC-PROP-DESC=[authors], INST-FACET=[authority control], SRC-PROP-LABEL=[identifier, author]}	{SRC-PROP-DESC=[CiNii], SRC-PROP-LABEL=[CiNii]}
P272	{INST-FACET=[work]}	{SRC-PROP-LABEL=[production, company]}
P274	{SRC-PROP-DESC=[symbols, element]}	{SRC-PROP-DESC=[description], SRC-PROP-LABEL=[formula, chemical]}
P275	{SRC-PROP-DESC=[work]}	{SRC-PROP-DESC=[license], SRC-PROP-LABEL=[license], SUB-ITEM=[license]}
P276	{SRC-PROP-DESC=[item, physical], SEE-ALSO=[human, geographic location], INST-FACET=[geographic location]}	{SRC-PROP-DESC=[location], SEE-ALSO=[body of water, administrative territorial entity, landform, geographic location], SRC-PROP-LABEL=[location], SUB-ITEM=[geographic location]}
P277	{SRC-PROP-DESC=[software]}	{SRC-PROP-DESC=[programming, language], SRC-PROP-LABEL=[language], SUB-ITEM=[programming language]}
P278	{SRC-PROP-DESC=[GOST, 7.75-97], SRC-PROP-LABEL=[code, 7.75-97]}	{SRC-PROP-DESC=[language, identification, code], SRC-PROP-LABEL=[GOST]}
P279	{SRC-PROP-DESC=[instances], SRC-PROP-LABEL=[subclass]}	{SRC-PROP-DESC=[items], SUB-ITEM=[subclass]}
P281	{SRC-PROP-DESC=[authorities, postal]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[code, postal]}
P282	{}	{SRC-PROP-DESC=[alphabet, character, set, other, system], SRC-PROP-LABEL=[system]}
P286	{SRC-PROP-DESC=[club, sports]}	{SRC-PROP-DESC=[manager, on-field, head, coach], SRC-PROP-LABEL=[team, manager]}
P287	{SRC-PROP-DESC=[item]}	{SRC-PROP-DESC=[designer], SRC-PROP-LABEL=[designer]}
P289	{}	{SRC-PROP-DESC=[ship, classification], SRC-PROP-LABEL=[ship, class], SUB-ITEM=[ship class]}
P291	{SRC-PROP-DESC=[edition], SRC-PROP-LABEL=[publication]}	{SRC-PROP-DESC=[place, geographical], SRC-PROP-LABEL=[place], SUB-ITEM=[place of publication]}
P296	{SRC-PROP-DESC=[railway, station]}	{SRC-PROP-DESC=[identification, code], SRC-PROP-LABEL=[station, code]}
P297	{SRC-PROP-DESC=[ISO, 3166-1], SRC-PROP-LABEL=[alpha-2, 3166-1]}	{SRC-PROP-DESC=[country, code], SEE-ALSO=[ISO 3166-1 alpha-3 code, ISO 3166-1 numeric], SRC-PROP-LABEL=[ISO], SUB-ITEM=[ISO 3166-1 alpha-2 code]}
P298	{SRC-PROP-DESC=[ISO, 3166-1], SRC-PROP-LABEL=[alpha-3, 3166-1]}	{SRC-PROP-DESC=[country, code], SEE-ALSO=[ISO 3166-1 alpha-2 code, ISO 3166-1 numeric], SRC-PROP-LABEL=[ISO], SUB-ITEM=[ISO 3166-1 alpha-3 code]}
P299	{SRC-PROP-DESC=[ISO, 3166-1]}	{SRC-PROP-DESC=[country, code], SEE-ALSO=[ISO 3166-1 alpha-3 code, ISO 3166-1 alpha-2 code], SRC-PROP-LABEL=[ISO, 3166-1], SUB-ITEM=[ISO 3166-1 numeric]}
P30	{SRC-PROP-DESC=[part]}	{SRC-PROP-LABEL=[continent], SUB-ITEM=[continent]}
P300	{SRC-PROP-DESC=[ISO, 3166-2]}	{SRC-PROP-DESC=[identifier], SRC-PROP-LABEL=[ISO, 3166-2], SUB-ITEM=[ISO 3166-2]}
P301	{SRC-PROP-DESC=[category]}	{SRC-PROP-DESC=[topic, primary], SEE-ALSO=[Wikimedia list article], SRC-PROP-LABEL=[topic, main]}
P303	{SRC-PROP-DESC=[pigeons, fancy], SRC-PROP-LABEL=[number, breed]}	{SRC-PROP-DESC=[breed], SRC-PROP-LABEL=[EE]}
P304	{}	{SRC-PROP-DESC=[page, number, source], SRC-PROP-LABEL=[page]}
P305	{SRC-PROP-DESC=[Force, Internet, Engineering, Task], SRC-PROP-LABEL=[tag, language]}	{SRC-PROP-DESC=[language], SRC-PROP-LABEL=[IETF], SUB-ITEM=[IETF language tag]}
P306	{}	{SRC-PROP-LABEL=[system], SUB-ITEM=[operating system]}
P31	{SRC-PROP-DESC=[example, specific], SRC-PROP-LABEL=[instance]}	{SRC-PROP-DESC=[item]}
P344	{SRC-PROP-DESC=[work], INST-FACET=[work], SRC-PROP-LABEL=[photography]}	{SRC-PROP-DESC=[person], SRC-PROP-LABEL=[director]}
P345	{SRC-PROP-DESC=[prefix], INST-FACET=[authority control]}	{SRC-PROP-DESC=[identification, code], SRC-PROP-LABEL=[IMDb, identifier]}
P347	{SRC-PROP-DESC=[Culture], INST-FACET=[cultural heritage]}	{SRC-PROP-DESC=[ID], SRC-PROP-LABEL=[Joconde, ID], SUB-ITEM=[Joconde]}
P348	{SRC-PROP-DESC=[software]}	{SRC-PROP-DESC=[version, stable], SRC-PROP-LABEL=[version]}
P349	{SRC-PROP-DESC=[Japan], INST-FACET=[authority control]}	{SRC-PROP-DESC=[authority, control, number], SRC-PROP-LABEL=[NDL, identifier], SUB-ITEM=[Web NDL Authorities]}
P35	{SRC-PROP-DESC=[country], SRC-PROP-LABEL=[state]}	{SRC-PROP-DESC=[official], SEE-ALSO=[head of government], SRC-PROP-LABEL=[head], SUB-ITEM=[head of state]}
P350	{SRC-PROP-DESC=[History, Art]}	{SRC-PROP-DESC=[identification, number], SRC-PROP-LABEL=[RKDimages]}
P351	{SRC-PROP-DESC=[database, NCBI, Entrez]}	{SRC-PROP-DESC=[gene, identifier], SRC-PROP-LABEL=[Entrez, Gene, ID]}
P352	{SRC-PROP-DESC=[database, Uni, rot], SRC-PROP-LABEL=[ID, rot]}	{SRC-PROP-DESC=[protein, identifier], SRC-PROP-LABEL=[Uni]}
P353	{}	{SRC-PROP-DESC=[gene, official, symbol], SRC-PROP-LABEL=[gene, symbol]}
P354	{SRC-PROP-DESC=[database, HGNC]}	{SRC-PROP-DESC=[Gene], SRC-PROP-LABEL=[HGNC, ID]}
P355	{SRC-PROP-DESC=[company, parent], INST-FACET=[organization]}	{SRC-PROP-DESC=[subsidiary], INVS-PROP=[organization], SRC-PROP-LABEL=[subsidiaries]}
P356	{}	{SRC-PROP-DESC=[Digital, Identifier], SRC-PROP-LABEL=[DOI], SUB-ITEM=[Digital Object Identifier]}
P357	{SRC-PROP-DESC=[work], SEE-ALSO=[work]}	{SRC-PROP-DESC=[title], SRC-PROP-LABEL=[title], SUB-ITEM=[title]}
P358	{SRC-PROP-DESC=[page, artist, band], INST-FACET=[human]}	{SRC-PROP-DESC=[link], SRC-PROP-LABEL=[discography]}
P359	{SRC-PROP-DESC=[Rijksdienst, voor, het, Cultureel, Erfgoed], INST-FACET=[cultural heritage], SRC-PROP-LABEL=[identifier]}	{SRC-PROP-DESC=[monument, identifier], SRC-PROP-LABEL=[Rijksmonument]}
P36	{SRC-PROP-DESC=[entity, administrative, territorial], INST-FACET=[geographic location]}	{SRC-PROP-DESC=[location], SRC-PROP-LABEL=[capital], SUB-ITEM=[capital]}
P360	{SRC-PROP-DESC=[items], SRC-PROP-LABEL=[list]}	{SRC-PROP-DESC=[list]}
P361	{SRC-PROP-DESC=[part], SRC-PROP-LABEL=[part]}	{}
P364	{SRC-PROP-DESC=[work], SUB-PROP=[work], INST-FACET=[work], SRC-PROP-LABEL=[work]}	{SRC-PROP-DESC=[language], SRC-PROP-LABEL=[language, original]}
P366	{}	{SRC-PROP-DESC=[use, main], SRC-PROP-LABEL=[use], SUB-ITEM=[use]}
P367	{SRC-PROP-DESC=[planet]}	{SRC-PROP-DESC=[image], SRC-PROP-LABEL=[symbol, astronomic, image], SUB-ITEM=[astronomical symbols]}
P368	{SRC-PROP-DESC=[File, Commons, Media]}	{SRC-PROP-DESC=[Sandbox], SRC-PROP-LABEL=[Sandbox-CommonsMediaFile]}
P369	{SRC-PROP-DESC=[Item]}	{SRC-PROP-DESC=[Sandbox], SRC-PROP-LABEL=[Sandbox-Item]}
P37	{SRC-PROP-DESC=[official]}	{SRC-PROP-DESC=[language], SRC-PROP-LABEL=[language, official], SUB-ITEM=[official language]}
